year,line_type,airport_code,airport_name,flight_count_current,flight_count_previous,paid_passenger_current,transfer_passenger_current,free_passenger_current,passenger_total_current,paid_passenger_previous,transfer_passenger_previous,free_passenger_previous,passenger_total_previous,cargo_current,cargo_previous,raw_keys
2016,total,ALL,합계,820858,753180,128438306,6388348,1458396,136285050,110745364,6649309,1251368,118646041,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,GMP,김포,146266,142863,24711375,6043,325670,25043088,22855277,13444,295057,23163778,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,PUS,김해,99358,87709,14687285,41811,171719,14900815,12195287,46576,140287,12382150,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,CJU,제주,172743,158691,29253557,13435,440372,29707364,25845746,9347,382469,26237562,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,CJJ,청주,17418,14153,2692905,2,39848,2732755,2089045,11,29436,2118492,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,TAE,대구,17089,14369,2496241,12,36879,2533132,1997175,0,30451,2027626,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,MWX,무안,2330,2355,319363,3,2309,321675,309633,1,2288,311922,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,YNY,양양,621,889,88524,0,180,88704,126201,6,118,126325,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,KWJ,광주,10792,12258,1587098,0,26677,1613775,1580260,0,24645,1604905,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,USN,울산,4891,5019,535293,0,10028,545321,551825,0,9586,561411,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,RSU,여수,4813,5476,494554,0,8817,503371,407645,0,5919,413564,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,KPO,포항경주,916,0,66446,0,1780,68226,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,HIN,사천,1822,1814,146675,0,4053,150728,132905,0,3607,136512,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,KUV,군산,1427,1432,226937,0,5195,232132,201079,0,4359,205438,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,WJU,원주,699,706,77012,0,1555,78567,73539,0,1607,75146,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,total,ICN,인천,339673,305446,51055041,6327042,383314,57765397,42379747,6579924,321539,49281210,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,ALL,합계,381994,365166,61825844,0,964100,62789944,55960269,0,854186,56814455,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,GMP,김포,125754,122484,20496789,0,304574,20801363,18859038,0,275238,19134276,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,PUS,김해,46276,44121,7020072,0,103781,7123853,6332253,0,91741,6423994,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,CJU,제주,153571,144017,26545799,0,419680,26965479,23871110,0,372601,24243711,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,CJJ,청주,13009,10331,2080718,0,37977,2118695,1582529,0,28332,1610861,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,TAE,대구,12141,11635,1816135,0,32156,1848291,1667014,0,29062,1696076,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,MWX,무안,729,930,124750,0,1904,126654,127174,0,1951,129125,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,YNY,양양,15,139,931,0,26,957,19681,0,24,19705,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,KWJ,광주,10792,12258,1587098,0,26677,1613775,1580260,0,24645,1604905,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,USN,울산,4891,5019,535293,0,10028,545321,551825,0,9586,561411,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,RSU,여수,4813,5476,494554,0,8817,503371,407645,0,5919,413564,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,KPO,포항경주,910,0,65788,0,1779,67567,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,HIN,사천,1822,1806,146675,0,4053,150728,131746,0,3606,135352,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,KUV,군산,1427,1432,226937,0,5195,232132,201079,0,4359,205438,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,WJU,원주,699,706,77012,0,1555,78567,73539,0,1607,75146,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,domestic,ICN,인천,5145,4812,607293,0,5898,613191,555376,0,5515,560891,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,ALL,합계,438864,388014,66612462,6388348,494296,73495106,54785095,6649309,397182,61831586,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,GMP,김포,20512,20379,4214586,6043,21096,4241725,3996239,13444,19819,4029502,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,PUS,김해,53082,43588,7667213,41811,67938,7776962,5863034,46576,48546,5958156,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,CJU,제주,19172,14674,2707758,13435,20692,2741885,1974636,9347,9868,1993851,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,CJJ,청주,4409,3822,612187,2,1871,614060,506516,11,1104,507631,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,TAE,대구,4948,2734,680106,12,4723,684841,330161,0,1389,331550,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,MWX,무안,1601,1425,194613,3,405,195021,182459,1,337,182797,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,YNY,양양,606,750,87593,0,154,87747,106520,6,94,106620,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,KPO,포항경주,6,0,658,0,1,659,0,0,0,0,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,HIN,사천,0,8,0,0,0,0,1159,0,1,1160,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2016,international,ICN,인천,334528,300634,50447748,6327042,377416,57152206,41824371,6579924,316024,48720319,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,ALL,합계,850214,820858,135305579,6462650,1562877,143331106,128438306,6388348,1458396,136285050,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,GMP,김포,145507,146266,24751575,16224,333348,25101147,24711375,6043,325670,25043088,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,PUS,김해,107363,99358,16166292,50075,187174,16403541,14687285,41811,171719,14900815,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,CJU,제주,167280,172743,29141960,8960,453443,29604363,29253557,13435,440372,29707364,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,CJJ,청주,15825,17418,2527183,5,44363,2571551,2692905,2,39848,2732755,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,TAE,대구,23191,17089,3510839,13,49272,3560124,2496241,12,36879,2533132,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,MWX,무안,2146,2330,295523,7,2486,298016,319363,3,2309,321675,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,YNY,양양,179,621,15757,0,23,15780,88524,0,180,88704,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,KWJ,광주,12678,10792,1916493,0,30112,1946605,1587098,0,26677,1613775,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,USN,울산,5337,4891,561065,0,10364,571429,535293,0,10028,545321,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,RSU,여수,5046,4813,581950,0,10559,592509,494554,0,8817,503371,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,KPO,포항경주,1373,916,95779,0,2612,98391,66446,0,1780,68226,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,HIN,사천,1869,1822,174291,0,3970,178261,146675,0,4053,150728,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,KUV,군산,1420,1427,220918,0,4879,225797,226937,0,5195,232132,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,WJU,원주,705,699,79831,0,1729,81560,77012,0,1555,78567,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,total,ICN,인천,360295,339673,55266123,6387366,428543,62082032,51055041,6327042,383314,57765397,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,ALL,합계,393111,381994,64812510,0,1012640,65825150,61825844,0,964100,62789944,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,GMP,김포,125136,125754,20755966,0,312501,21068467,20496789,0,304574,20801363,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,PUS,김해,48843,46276,7483272,0,107183,7590455,7020072,0,103781,7123853,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,CJU,제주,157545,153571,27882725,0,444686,28327411,26545799,0,419680,26965479,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,CJJ,청주,14246,13009,2342272,0,43339,2385611,2080718,0,37977,2118695,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,TAE,대구,12922,12141,2022289,0,34066,2056355,1816135,0,32156,1848291,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,MWX,무안,860,729,139151,0,1916,141067,124750,0,1904,126654,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,YNY,양양,0,15,0,0,0,0,931,0,26,957,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,KWJ,광주,12678,10792,1916493,0,30112,1946605,1587098,0,26677,1613775,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,USN,울산,5337,4891,561065,0,10364,571429,535293,0,10028,545321,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,RSU,여수,5046,4813,581950,0,10559,592509,494554,0,8817,503371,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,KPO,포항경주,1371,910,95551,0,2612,98163,65788,0,1779,67567,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,HIN,사천,1869,1822,174291,0,3970,178261,146675,0,4053,150728,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,KUV,군산,1420,1427,220918,0,4879,225797,226937,0,5195,232132,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,WJU,원주,705,699,79831,0,1729,81560,77012,0,1555,78567,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,domestic,ICN,인천,5133,5145,556736,0,4724,561460,607293,0,5898,613191,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,ALL,합계,457103,438864,70493069,6462650,550237,77505956,66612462,6388348,494296,73495106,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,GMP,김포,20371,20512,3995609,16224,20847,4032680,4214586,6043,21096,4241725,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,PUS,김해,58520,53082,8683020,50075,79991,8813086,7667213,41811,67938,7776962,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,CJU,제주,9735,19172,1259235,8960,8757,1276952,2707758,13435,20692,2741885,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,CJJ,청주,1579,4409,184911,5,1024,185940,612187,2,1871,614060,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
2017,international,TAE,대구,10269,4948,1488550,13,15206,1503769,680106,12,4723,684841,,,A_AIRPORT|A_BF|A_FF|A_FP|A_MF|A_NP|A_OC|A_TS|KOR_N|ORDER_N|PRE_BF|PRE_FF|PRE_FP|PRE_MF|PRE_NP|PRE_OC|PRE_TS
