facility_name,facility_category,facility_use_code,road_address,jibun_address,longitude,latitude,data_reference_date
백선호치과의원,의료,FU_BE,서울특별시 강서구 마곡중앙6로 45,서울특별시 강서구 마곡동 772-7,126.832726,37.560616,2022-12-07 00:00:00.0
마곡휴연합의원,의료,FU_BE,서울특별시 강서구 마곡동로 61,서울특별시 강서구 마곡동 772-8,126.83316,37.56062,2022-12-07 00:00:00.0
바른메디내과의원,의료,FU_BE,서울특별시 강서구 공항대로 236,서울특별시 강서구 마곡동 801,126.83378,37.55851,2022-12-07 00:00:00.0
미소랑치과의원,의료,FU_BE,서울특별시 강서구 공항대로 247,서울특별시 강서구 마곡동 797-1,126.83489,37.55935,2022-12-07 00:00:00.0
푸른들청소년도서관,도서관·학습,FU_BB,서울특별시 강서구 강서로45다길 71,서울특별시 강서구 화곡동 1019,126.8352,37.54467,2022-12-07 00:00:00.0
곰달래도서관,도서관·학습,FU_BB,서울특별시 강서구 강서로5길 50,서울특별시 강서구 화곡동 890,126.84891,37.529045,2022-12-07 00:00:00.0
등빛도서관,도서관·학습,FU_BB,서울특별시 강서구 강서로62길 48,서울특별시 강서구 등촌동 690-1,126.842384,37.562428,2022-12-07 00:00:00.0
강서점자도서관,도서관·학습,FU_BB,서울특별시 강서구 공항대로 206,서울특별시 강서구 마곡동 800,126.83029,37.558887,2022-12-07 00:00:00.0
꿈꾸는어린이도서관,도서관·학습,FU_BB,서울특별시 강서구 공항대로 615,서울특별시 강서구 염창동 281-25,126.87334,37.54736,2022-12-07 00:00:00.0
우장산숲속도서관,도서관·학습,FU_BB,서울특별시 강서구 우현로 34,서울특별시 강서구 화곡동 1159-4,126.84185,37.548267,2022-12-07 00:00:00.0
참요양병원,의료,FU_BD,서울특별시 강서구 강서로 182,서울특별시 강서구 화곡동 1052-6,126.839714,37.542816,2022-12-07 00:00:00.0
의료법인 나누리병원,공원·오픈스페이스,FU_BD,서울특별시 강서구 가로공원로 187,서울특별시 강서구 화곡동 377-8,126.83673,37.53739,2022-12-07 00:00:00.0
힘찬하나로한방병원,의료,FU_BD,서울특별시 강서구 강서로 173,서울특별시 강서구 화곡동 1065-22,126.839645,37.541935,2022-12-07 00:00:00.0
서울원병원,의료,FU_BD,서울특별시 강서구 강서로 179,서울특별시 강서구 화곡동 1051-22,126.839264,37.542374,2022-12-07 00:00:00.0
유광사여성병원,의료,FU_BD,서울특별시 강서구 강서로 194,서울특별시 강서구 화곡동 1031-12,126.83892,37.54365,2022-12-07 00:00:00.0
서울큰나무병원,의료,FU_BD,서울특별시 강서구 강서로 206,서울특별시 강서구 화곡동 1026-12,126.83804,37.54453,2022-12-07 00:00:00.0
미즈메디병원,의료,FU_BD,서울특별시 강서구 강서로 295,서울특별시 강서구 내발산동 701-4,126.836006,37.552227,2022-12-07 00:00:00.0
서울스타병원,의료,FU_BD,서울특별시 강서구 강서로 307,서울특별시 강서구 내발산동 678-7,126.83623,37.553257,2022-12-07 00:00:00.0
숨이편한병원,의료,FU_BD,서울특별시 강서구 강서로 323,서울특별시 강서구 내발산동 668,126.83655,37.554684,2022-12-07 00:00:00.0
강서필병원,의료,FU_BD,서울특별시 강서구 강서로17길 24,서울특별시 강서구 화곡동 349-3,126.84434,37.533,2022-12-07 00:00:00.0
서울대효병원,의료,FU_BD,서울특별시 강서구 강서로47가길 33,서울특별시 강서구 내발산동 701-15,126.83577,37.550983,2022-12-07 00:00:00.0
강서힘찬병원,의료,FU_BD,서울특별시 강서구 강서로56길 38,서울특별시 강서구 등촌동 671,126.84065,37.5592,2022-12-07 00:00:00.0
강서수한방병원,의료,FU_BD,서울특별시 강서구 곰달래로 54,서울특별시 강서구 화곡동 938-19,126.83884,37.529922,2022-12-07 00:00:00.0
에스앤유서울병원,의료,FU_BD,서울특별시 강서구 공항대로 237,서울특별시 강서구 마곡동 797,126.833885,37.559517,2022-12-07 00:00:00.0
강서바른세상병원,의료,FU_BD,서울특별시 강서구 금낭화로 9,서울특별시 강서구 방화동 606-36,126.811584,37.566116,2022-12-07 00:00:00.0
웰튼병원,의료,FU_BD,서울특별시 강서구 마곡중앙5로 22,서울특별시 강서구 마곡동 759-2,126.8253,37.567284,2022-12-07 00:00:00.0
솔병원,의료,FU_BD,서울특별시 강서구 방화대로 352,서울특별시 강서구 방화동 273-7,126.817215,37.57228,2022-12-07 00:00:00.0
365강서수요양병원,의료,FU_BD,서울특별시 강서구 양천로 35,서울특별시 강서구 방화동 495-26,126.80767,37.57301,2022-12-07 00:00:00.0
서울고든병원,의료,FU_BD,서울특별시 강서구 양천로 600,서울특별시 강서구 등촌동 632-6,126.86469,37.555515,2022-12-07 00:00:00.0
핑크힐병원,의료,FU_BD,서울특별시 강서구 양천로 712,서울특별시 강서구 염창동 263-3,126.87482,37.549313,2022-12-07 00:00:00.0
모나리자요양병원,의료,FU_BD,서울특별시 강서구 양천로 715,서울특별시 강서구 염창동 252-14,126.875565,37.549778,2022-12-07 00:00:00.0
방화병원,의료,FU_BD,서울특별시 강서구 양천로 92,서울특별시 강서구 방화동 572-11,126.81401,37.573177,2022-12-07 00:00:00.0
서울바로나치과병원,의료,FU_BD,서울특별시 강서구 화곡로 176-4,서울특별시 강서구 화곡동 1076-1,126.841156,37.541645,2022-12-07 00:00:00.0
더와이즈치과병원,의료,FU_BD,서울특별시 강서구 화곡로 186,서울특별시 강서구 화곡동 114-100,126.842155,37.542183,2022-12-07 00:00:00.0
치유본한방병원,의료,FU_BD,서울특별시 강서구 화곡로 188,서울특별시 강서구 화곡동 114-12,126.84239,37.542244,2022-12-07 00:00:00.0
우장산역엠버리움빌딩,기타시설,FU_BA,서울특별시 강서구 강서로 259,서울특별시 강서구 내발산동 723-2,126.836006,37.548885,2022-12-07 00:00:00.0
송화쇼핑센터,문화·체육·커뮤니티,FU_BA,서울특별시 강서구 강서로 267,서울특별시 강서구 내발산동 719-6,126.83592,37.549583,2022-12-07 00:00:00.0
화곡심포니타워,기타시설,FU_BA,서울특별시 강서구 강서로 27,서울특별시 강서구 화곡동 898-1,126.8472,37.53037,2022-12-07 00:00:00.0
솔레드림,기타시설,FU_BA,서울특별시 강서구 강서로 360,서울특별시 강서구 내발산동 653,126.83831,37.557674,2022-12-07 00:00:00.0
우성에스비타워,기타시설,FU_BA,서울특별시 강서구 강서로 385,서울특별시 강서구 마곡동 794-1,126.83828,37.560074,2022-12-07 00:00:00.0
도양라비앙타워,기타시설,FU_BA,서울특별시 강서구 강서로 43,서울특별시 강서구 화곡동 343-52,126.846535,37.531624,2022-12-07 00:00:00.0
오거닉스타워,기타시설,FU_BA,서울특별시 강서구 강서로 43-17,서울특별시 강서구 화곡동 343-64,126.84655,37.531082,2022-12-07 00:00:00.0
화곡판타지아,기타시설,FU_BA,서울특별시 강서구 강서로 52,서울특별시 강서구 화곡동 341-65,126.846695,37.532486,2022-12-07 00:00:00.0
류마타워,기타시설,FU_BA,서울특별시 강서구 공항대로 164,서울특별시 강서구 마곡동 798-2,126.82552,37.559326,2022-12-07 00:00:00.0
마곡747타워,기타시설,FU_BA,서울특별시 강서구 공항대로 168,서울특별시 강서구 마곡동 798-3,126.82618,37.559246,2022-12-07 00:00:00.0
발산파크프라자,기타시설,FU_BA,서울특별시 강서구 공항대로 261,서울특별시 강서구 마곡동 797-4,126.83652,37.559162,2022-12-07 00:00:00.0
힐스테이트에코마곡,기타시설,FU_BA,서울특별시 강서구 공항대로 269-15,서울특별시 강서구 마곡동 797-14,126.837265,37.559624,2022-12-07 00:00:00.0
대승프라자,기타시설,FU_BA,서울특별시 강서구 금낭화로 91-2,서울특별시 강서구 방화동 483-5,126.8111,37.573673,2022-12-07 00:00:00.0
에스비타운,기타시설,FU_BA,서울특별시 강서구 마곡중앙5로 81,서울특별시 강서구 마곡동 739-3,126.81858,37.567078,2022-12-07 00:00:00.0
마곡더블유타워,기타시설,FU_BA,서울특별시 강서구 방화대로 294,서울특별시 강서구 마곡동 739-1,126.81708,37.56704,2022-12-07 00:00:00.0
강서메디칼센터,문화·체육·커뮤니티,FU_BA,서울특별시 강서구 양천로 556,서울특별시 강서구 등촌동 630-12,126.8607,37.55778,2022-12-07 00:00:00.0
호서빌딩,기타시설,FU_BA,서울특별시 강서구 양천로 690,서울특별시 강서구 염창동 264-6,126.87262,37.550213,2022-12-07 00:00:00.0
해성빌딩,기타시설,FU_BA,서울특별시 강서구 양천로 72,서울특별시 강서구 방화동 569-12,126.81182,37.573196,2022-12-07 00:00:00.0
멤브로메디컬센터,문화·체육·커뮤니티,FU_BA,서울특별시 강서구 양천로 73,서울특별시 강서구 방화동 450-15,126.81182,37.57376,2022-12-07 00:00:00.0
영보빌딩,기타시설,FU_BA,서울특별시 강서구 양천로57길 16,서울특별시 강서구 가양동 1480,126.852486,37.563374,2022-12-07 00:00:00.0
청계빌딩,기타시설,FU_BA,서울특별시 강서구 양천로57길 9-7,서울특별시 강서구 가양동 1479-10,126.85146,37.563442,2022-12-07 00:00:00.0
대성빌딩,기타시설,FU_BA,서울특별시 강서구 화곡로 161,서울특별시 강서구 화곡동 1065-14,126.83916,37.541832,2022-12-07 00:00:00.0
청도빌딩,기타시설,FU_BA,서울특별시 강서구 화곡로 173,서울특별시 강서구 화곡동 1064-4,126.840775,37.542038,2022-12-07 00:00:00.0
구암근린공원,공원·오픈스페이스,FU_BI,,서울특별시 강서구 가양동 1471,126.85266,37.567783,2022-12-07 00:00:00.0
황금내근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 허준로 221-40,서울특별시 강서구 가양동 1485-5,126.86444,37.56171,2022-12-07 00:00:00.0
궁산,기타시설,FU_BI,서울특별시 강서구 양천로47나길 52-54,서울특별시 강서구 가양동 산 4-7,126.840805,37.57416,2022-12-07 00:00:00.0
마곡하늬,기타시설,FU_BI,서울특별시 강서구 마곡서로 13,서울특별시 강서구 마곡동 749-4,126.82099,37.55663,2022-12-07 00:00:00.0
발산근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙로 11,서울특별시 강서구 내발산동 739,126.82537,37.554974,2022-12-07 00:00:00.0
수명산근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로45길 131-11,서울특별시 강서구 내발산동 748,126.8277,37.549618,2022-12-07 00:00:00.0
매화근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 양천로 556,서울특별시 강서구 등촌동 630-12,126.86095,37.55746,2022-12-07 00:00:00.0
등촌근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로62길 39,서울특별시 강서구 등촌동 687-5,126.84177,37.56341,2022-12-07 00:00:00.0
원당근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로56길 49,서울특별시 강서구 등촌동 690-5,126.842026,37.55978,2022-12-07 00:00:00.0
서낭당근린공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 공항대로43길 46,서울특별시 강서구 등촌동 706,126.85002,37.558582,2022-12-07 00:00:00.0
문성어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초원로16길 57,서울특별시 강서구 방화동 608-112,126.81545,37.564884,2022-12-07 00:00:00.0
백연공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 까치산로 145,서울특별시 강서구 화곡동 980-2,126.85193,37.55069,2022-12-07 00:00:00.0
나들이어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 허준로 9,서울특별시 강서구 가양동 1459-1,126.84426,37.57183,2022-12-07 00:00:00.0
꽃동네공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 허준로 47-1,서울특별시 강서구 가양동 1461-1,126.84707,37.5702,2022-12-07 00:00:00.0
진달래공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 허준로 209,서울특별시 강서구 가양동 1486-1,126.86098,37.562374,2022-12-07 00:00:00.0
비둘기공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 허준로 230,서울특별시 강서구 가양동 1489-1,126.86296,37.559498,2022-12-07 00:00:00.0
옹기골근린공원,공원·오픈스페이스,FU_BI,,서울특별시 강서구 방화동 842,126.821,37.573906,2022-12-07 00:00:00.0
다솜공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙3로 74,서울특별시 강서구 마곡동 725-1,126.81854,37.56372,2022-12-07 00:00:00.0
긴등마을공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙3로 74,서울특별시 강서구 마곡동 725-1,126.81869,37.563107,2022-12-07 00:00:00.0
꿈자람공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙3로 74,서울특별시 강서구 마곡동 725-1,126.818985,37.56489,2022-12-07 00:00:00.0
풀잎공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙1로 71,서울특별시 강서구 마곡동 748,126.81657,37.556995,2022-12-07 00:00:00.0
다솔공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 방화대로6길 24-3,서울특별시 강서구 공항동 1361-1,126.81836,37.554592,2022-12-07 00:00:00.0
송정공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 공항대로4길 11,서울특별시 강서구 공항동 1377,126.81129,37.56066,2022-12-07 00:00:00.0
장미공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 방화대로7다길 35-18,서울특별시 강서구 공항동 668,126.813835,37.556694,2022-12-07 00:00:00.0
새벗공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로56나길 37,서울특별시 강서구 등촌동 688,126.8403,37.560703,2022-12-07 00:00:00.0
한마음공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로56나길 34,서울특별시 강서구 등촌동 690-2,126.84312,37.560665,2022-12-07 00:00:00.0
백합공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 공항대로39길 74,서울특별시 강서구 등촌동 695,126.84501,37.55925,2022-12-07 00:00:00.0
푸르매공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 화곡로63길 96,서울특별시 강서구 등촌동 705-4,126.84752,37.55905,2022-12-07 00:00:00.0
푸르미공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 마곡중앙5로1길 39,서울특별시 강서구 마곡동 755-5,126.825745,37.57019,2022-12-07 00:00:00.0
개나리공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 방화동로16길 64-11,서울특별시 강서구 방화동 569-27,126.81226,37.573128,2022-12-07 00:00:00.0
새싹어린이교통공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 양천로14길 85,서울특별시 강서구 방화동 583,126.80943,37.56973,2022-12-07 00:00:00.0
목련공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 개화동로27나길 8-17,서울특별시 강서구 방화동 616-15,126.80784,37.565,2022-12-07 00:00:00.0
봉선화공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초원로4길 29,서울특별시 강서구 방화동 645-14,126.80703,37.566536,2022-12-07 00:00:00.0
민들레공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초원로4길 12,서울특별시 강서구 방화동 648-46,126.80675,37.56726,2022-12-07 00:00:00.0
들꽃공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 방화대로34길 86,서울특별시 강서구 방화동 890-3,126.82122,37.57061,2022-12-07 00:00:00.0
백합공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 공항대로59다길 109,서울특별시 강서구 염창동 267-24,126.86946,37.55115,2022-12-07 00:00:00.0
이수어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 공항대로75길 27,서울특별시 강서구 염창동 281-3,126.87438,37.548275,2022-12-07 00:00:00.0
아리수어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 양천로75길 19,서울특별시 강서구 염창동 299-3,126.87529,37.551704,2022-12-07 00:00:00.0
바탕골공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로45다길 74,서울특별시 강서구 화곡동 1016-34,126.83478,37.544575,2022-12-07 00:00:00.0
대원공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로41길 28,서울특별시 강서구 화곡동 1014-19,126.83593,37.544895,2022-12-07 00:00:00.0
천사공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로43길 49,서울특별시 강서구 화곡동 1010-1,126.833,37.546906,2022-12-07 00:00:00.0
꿈돌이어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 화곡로 234,서울특별시 강서구 화곡동 24-128,126.84537,37.545902,2022-12-07 00:00:00.0
소나무공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 까치산로15길 14,서울특별시 강서구 화곡동 29-36,126.84785,37.547073,2022-12-07 00:00:00.0
박장어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초록마을로16길 25,서울특별시 강서구 화곡동 56-25,126.8491,37.540737,2022-12-07 00:00:00.0
한글공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초록마을로24길 7-8,서울특별시 강서구 화곡동 56-3,126.85051,37.538525,2022-12-07 00:00:00.0
참새공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 까치산로4길 75-8,서울특별시 강서구 화곡동 56-638,126.84706,37.53972,2022-12-07 00:00:00.0
비둘기공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초록마을로6길 35,서울특별시 강서구 화곡동 61-96,126.846985,37.54137,2022-12-07 00:00:00.0
두레어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로8길 203,서울특별시 강서구 화곡동 792-9,126.85936,37.53121,2022-12-07 00:00:00.0
뜸부기어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 국회대로7길 70,서울특별시 강서구 화곡동 845-19,126.85695,37.53014,2022-12-07 00:00:00.0
강서구골말어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 곰달래로45길 17,서울특별시 강서구 화곡동 865-1,126.856094,37.533253,2022-12-07 00:00:00.0
하마터어린이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 곰달래로36길 22,서울특별시 강서구 화곡동 883-3,126.85365,37.530006,2022-12-07 00:00:00.0
호돌이공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로5다길 26-3,서울특별시 강서구 화곡동 906-26,126.84605,37.52823,2022-12-07 00:00:00.0
구름공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초록마을로4길 32-1,서울특별시 강서구 화곡동 98-22,126.84404,37.54333,2022-12-07 00:00:00.0
범바위공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로34길 36-1,서울특별시 강서구 화곡동 1061-26,126.84155,37.543125,2022-12-07 00:00:00.0
초롱공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 가로공원로 183-20,서울특별시 강서구 화곡동 1088-16,126.836235,37.53809,2022-12-07 00:00:00.0
안골공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로18아길 15-9,서울특별시 강서구 화곡동 155-1,126.85087,37.53579,2022-12-07 00:00:00.0
더부리공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 강서로18나길 15,서울특별시 강서구 화곡동 339-18,126.84676,37.53487,2022-12-07 00:00:00.0
솔뫼공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 가로공원로77길 30,서울특별시 강서구 화곡동 379-32,126.8385,37.53791,2022-12-07 00:00:00.0
대무공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 초록마을로32길 32,서울특별시 강서구 화곡동 409-84,126.84759,37.538097,2022-12-07 00:00:00.0
능골공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 등촌로13자길 63-25,서울특별시 강서구 화곡동 468-2,126.855316,37.536743,2022-12-07 00:00:00.0
무지개공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 곰달래로57가길 10,서울특별시 강서구 화곡동 806-10,126.861305,37.53397,2022-12-07 00:00:00.0
종달새공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 곰달래로49가길 44,서울특별시 강서구 화곡동 819-10,126.85805,37.535336,2022-12-07 00:00:00.0
강서힐스테이트,기타시설,FU_BA,서울특별시 강서구 강서로 242,서울특별시 강서구 화곡동 1165-1,126.83681,37.5472,2022-12-07 00:00:00.0
우장산아이파크이편한세상,기타시설,FU_BA,서울특별시 강서구 강서로 254,서울특별시 강서구 화곡동 1159-1,126.836716,37.548473,2022-12-07 00:00:00.0
문영비즈웍스,기타시설,FU_BA,서울특별시 강서구 강서로 391,서울특별시 강서구 마곡동 794,126.83843,37.560528,2022-12-07 00:00:00.0
까치산,기타시설,FU_BI,서울특별시 강서구 까치산로2길 95,서울특별시 강서구 화곡동 산 162-1,126.84407,37.53674,2022-12-07 00:00:00.0
홈플러스 가양점,기타시설,FU_BA,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,126.850105,37.56427,2022-12-07 00:00:00.0
아름다운 아울렛,기타시설,FU_BA,서울특별시 강서구 양천로 476,서울특별시 강서구 등촌동 73-1,126.853264,37.56161,2022-12-07 00:00:00.0
홈플러스(강서점),기타시설,FU_BA,서울특별시 강서구 화곡로 398,서울특별시 강서구 등촌동 639-11,126.85502,37.558407,2022-12-07 00:00:00.0
테크노스카이시티(김포공항아울렛),기타시설,FU_BA,,서울특별시 강서구 공항동 1373,126.80323,37.55897,2022-12-07 00:00:00.0
활주로공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 남부순환로 121,서울특별시 강서구 공항동 768-1,126.81587,37.55444,2022-12-07 00:00:00.0
삼정프라자,기타시설,FU_BA,서울특별시 강서구 방화동로 126,서울특별시 강서구 방화동 567-4,126.81193,37.571976,2022-12-07 00:00:00.0
보타닉파크타워Ⅰ,기타시설,FU_BA,서울특별시 강서구 마곡중앙로 161-17,서울특별시 강서구 마곡동 759-3,126.826035,37.56807,2022-12-07 00:00:00.0
등마루공원,공원·오픈스페이스,FU_BI,서울특별시 강서구 화곡로66길 80,서울특별시 강서구 등촌동 641-5,126.857414,37.556038,2022-12-07 00:00:00.0
메디앤셀,기타시설,FU_BA,서울특별시 강서구 등촌로5길 2,서울특별시 강서구 화곡동 775-8,126.86338,37.533493,2022-12-07 00:00:00.0
심정신건강의학과의원,의료,FU_BE,서울특별시 강서구 마곡중앙6로 66,서울특별시 강서구 마곡동 797-8,126.83435,37.55997,2022-12-07 00:00:00.0
