candidate_store_id,store_name,brand,admin_dong,road_address,jibun_address,longitude,latitude,candidate_public_facility_direction,store_context_exploration_score,score_transit_access,score_public_health_need,score_worker_flow_need,score_site_feasibility_pool,nearest_subway_station_name,nearest_subway_station_distance_m,subway_station_count_500m,subway_station_count_800m,nearest_medical_name,nearest_medical_distance_m,medical_count_500m,medical_count_800m,other_convenience_count_250m,other_convenience_count_500m,nearest_other_convenience_distance_m,nearest_magok_business_axis_name,nearest_magok_business_axis_distance_m,nearest_gimpo_airport_axis_name,nearest_gimpo_airport_axis_distance_m,resident_population,households,avg_household_size,share_20_39_pct,share_60_plus_pct,inbound_to_candidate,outbound_from_candidate,candidate_internal_or_between,final_score,final_rank,source_store_id,sido,sigungu,legal_dong,address,biz_l1,biz_l2,biz_l3,ksic_name,is_known_chain_brand,other_convenience_count_100m,other_convenience_count_800m,medical_count_300m,medical_count_1000m,subway_station_count_300m,subway_station_count_1000m,magok_business_axis_count_500m,magok_business_axis_count_1000m,magok_business_axis_count_1500m,magok_business_axis_count_2000m,gimpo_airport_axis_count_500m,gimpo_airport_axis_count_1000m,gimpo_airport_axis_count_1500m,gimpo_airport_axis_count_2000m
GS_CONV_0256,지에스25S9,GS25,공항동,서울특별시 강서구 방화동로 30,서울특별시 강서구 공항동 산 20-2,126.810493420523,37.5635475852734,청년·직장인 생활지원/쉼터형 공공시설,0.6366347751905531,0.8964968152866242,0.425,0.6469309640171341,0.5781113214584541,공항시장(9호선),25.7,2,7,좋은치과의원,36.4,45,67,4,20,123.3,마곡(5호선),1370.2,김포공항(서해선),599.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220806679384,서울특별시,강서구,공항동,서울특별시 강서구 방화동로 30,소매,종합 소매,편의점,체인화 편의점,True,0,38,35,89,2,8,0,0,1,3,0,5,5,5
GS_CONV_0410,이마트24서울창업엠,이마트24,가양1동,서울특별시 강서구 마곡중앙8로 14,서울특별시 강서구 마곡동 771-1,126.828947592782,37.5613863451524,청년·직장인 생활지원/쉼터형 공공시설,0.6314463386814051,0.5819979886020785,0.21111111111111114,0.9055486711812207,0.8271275838312101,마곡(5호선),336.2,2,3,그래한의원,49.6,76,147,4,31,85.6,마곡(5호선),336.2,김포공항(서해선),2190.4,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202409A0192895,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙8로 14,소매,종합 소매,편의점,체인화 편의점,True,2,58,13,250,0,4,2,4,4,4,0,0,0,0
GS_CONV_0195,씨유뉴공항１호점,CU,공항동,서울특별시 강서구 송정로 70,서울특별시 강서구 공항동 53-15,126.809968019149,37.5609608842042,청년·직장인 생활지원/쉼터형 공공시설,0.6301472180025958,0.8401508548441168,0.4166666666666667,0.6495002822634561,0.6142710682361432,송정(5호선),178.5,2,7,송정치과의원,23.4,42,47,9,23,86.9,마곡(5호선),1367.2,김포공항(서해선),523.7,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220800484610,서울특별시,강서구,공항동,서울특별시 강서구 송정로 70,소매,종합 소매,편의점,체인화 편의점,True,3,37,23,71,1,8,0,0,1,3,0,5,5,5
GS_CONV_0345,세븐마곡열린점,세븐일레븐,발산1동,서울특별시 강서구 공항대로 242,서울특별시 강서구 마곡동 801-1,126.834330174788,37.5584838036659,청년·직장인 생활지원/쉼터형 공공시설,0.6283890145712892,0.49737512571237014,0.38333333333333336,0.6978704998018768,0.9349770994375761,발산(5호선),294.5,1,1,셀앤케이의원,0.5,138,205,11,38,51.2,발산(5호선),294.5,김포공항(서해선),2688.6,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0101202303A0100676,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 242,소매,종합 소매,편의점,체인화 편의점,True,2,71,43,258,1,3,1,3,4,4,0,0,0,0
GS_CONV_0021,씨유이웰메디파크점,CU,발산1동,서울특별시 강서구 마곡중앙4로 74,서울특별시 강서구 마곡동 801-7,126.834920029449,37.5578809623624,청년·직장인 생활지원/쉼터형 공공시설,0.6262561177878998,0.5119409989943011,0.37777777777777777,0.6996333961633072,0.9156722982162129,발산(5호선),255.0,1,1,엠밸리한의원,0.6,136,197,9,37,84.8,발산(5호선),255.0,김포공항(서해선),2749.7,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA010120220812147328,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙4로 74,소매,종합 소매,편의점,체인화 편의점,True,1,72,51,270,1,2,1,2,4,4,0,0,0,0
GS_CONV_0499,이마트24마곡,이마트24,발산1동,서울특별시 강서구 공항대로 236,서울특별시 강서구 마곡동 801,126.83375284956,37.5585370519451,청년·직장인 생활지원/쉼터형 공공시설,0.6246177757258502,0.5286791820315119,0.36388888888888893,0.6947895689090603,0.9111134630739399,발산(5호선),345.2,1,2,바른메디내과의원,0.5,131,201,12,35,51.2,발산(5호선),345.2,김포공항(서해선),2637.3,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0106202512A1413833,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 236,소매,종합 소매,편의점,슈퍼마켓,True,1,73,36,249,0,3,1,3,4,4,0,0,0,0
GS_CONV_0466,씨유발산,CU,우장산동,서울특별시 강서구 강서로 348,서울특별시 강서구 내발산동 657,126.838079410717,37.5570744406471,생활건강·돌봄 상담형 공공시설,0.6202682780375541,0.542068387529333,0.6694444444444445,0.5388414661149105,0.7307188140615286,발산(5호선),173.3,1,1,강서바른이치과교정과치과의원,0.5,133,175,8,34,74.6,발산(5호선),173.3,김포공항(서해선),3039.0,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA0101202412A0005950,서울특별시,강서구,내발산동,서울특별시 강서구 강서로 348,소매,종합 소매,편의점,기타 음ㆍ식료품 위주 종합 소매업,True,2,67,63,242,1,2,1,1,4,4,0,0,0,0
GS_CONV_0323,씨유마곡사이언,CU,가양1동,서울특별시 강서구 마곡중앙6로 42,서울특별시 강서구 마곡동 774-9,126.832085601289,37.5601114356851,청년·직장인 생활지원/쉼터형 공공시설,0.6194375909128486,0.5141837076768354,0.20555555555555555,0.8802334608718654,0.8777776395471378,발산(5호선),520.1,0,3,대선한의원,53.5,74,203,9,36,53.4,발산(5호선),520.1,김포공항(서해선),2473.1,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA0101202301A0084064,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙6로 42,소매,종합 소매,편의점,체인화 편의점,True,2,76,31,250,0,4,0,4,4,4,0,0,0,0
GS_CONV_0116,세븐송정로점,세븐일레븐,공항동,서울특별시 강서구 송정로 60,서울특별시 강서구 공항동 53-58,126.810162507251,37.5601412911009,청년·직장인 생활지원/쉼터형 공공시설,0.6185563402807754,0.7832182366744888,0.3972222222222222,0.6501585594028527,0.6436263428235383,송정(5호선),197.3,2,6,송정한의원,22.4,35,46,11,23,0.0,마곡(5호선),1347.4,김포공항(서해선),561.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220806362872,서울특별시,강서구,공항동,서울특별시 강서구 송정로 60,소매,종합 소매,편의점,체인화 편의점,True,2,36,23,64,1,8,0,0,1,3,0,5,5,5
GS_CONV_0452,세븐일레븐송정로점,세븐일레븐,공항동,서울특별시 강서구 송정로 60,서울특별시 강서구 공항동 53-58,126.810162507251,37.5601412911009,청년·직장인 생활지원/쉼터형 공공시설,0.6185563402807754,0.7832182366744888,0.3972222222222222,0.6501585594028527,0.6436263428235383,송정(5호선),197.3,2,6,송정한의원,22.4,35,46,11,23,0.0,마곡(5호선),1347.4,김포공항(서해선),561.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202411A0126680,서울특별시,강서구,공항동,서울특별시 강서구 송정로 60,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,36,23,64,1,8,0,0,1,3,0,5,5,5
GS_CONV_0233,지에스25S9점,GS25,가양1동,서울특별시 강서구 마곡중앙5로 2,서울특별시 강서구 마곡동 760-3,126.827520356864,37.5667902403508,청년·직장인 생활지원/쉼터형 공공시설,0.6154944713404819,0.6991149849145156,0.10833333333333334,0.9360470552748662,0.7184825118392122,마곡나루(9호선),18.6,2,3,강서채움치과의원,58.3,39,71,7,18,101.1,마곡나루(9호선),18.6,김포공항(서해선),2140.5,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808368900,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙5로 2,소매,종합 소매,편의점,체인화 편의점,True,0,39,27,146,2,4,2,3,4,4,0,0,0,0
GS_CONV_0247,세븐S송정역점주,세븐일레븐,공항동,서울특별시 강서구 공항대로 43,서울특별시 강서구 공항동 27-1,126.812162374993,37.5615049930147,청년·직장인 생활지원/쉼터형 공공시설,0.6090969214133594,0.7414448541736507,0.4222222222222222,0.660912448252208,0.6118081610053564,송정(5호선),39.4,2,4,수앤미의원,77.9,44,63,8,19,0.0,마곡(5호선),1180.3,김포공항(서해선),711.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220800543844,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 43,소매,종합 소매,편의점,체인화 편의점,True,2,40,27,85,2,8,0,0,3,3,0,5,5,5
GS_CONV_0075,씨유송정역점,CU,공항동,서울특별시 강서구 공항대로 43,서울특별시 강서구 공항동 27-1,126.812162374993,37.5615049930147,청년·직장인 생활지원/쉼터형 공공시설,0.6090969214133594,0.7414448541736507,0.4222222222222222,0.660912448252208,0.6118081610053564,송정(5호선),39.4,2,4,수앤미의원,77.9,44,63,8,19,0.0,마곡(5호선),1180.3,김포공항(서해선),711.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220805514742,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 43,소매,종합 소매,편의점,체인화 편의점,True,2,40,27,85,2,8,0,0,3,3,0,5,5,5
GS_CONV_0489,세븐일레븐발,세븐일레븐,등촌3동,서울특별시 강서구 강서로 378,서울특별시 강서구 등촌동 674-1,126.838844307398,37.5592558981978,청년·직장인 생활지원/쉼터형 공공시설,0.6071764668551084,0.5591786791820316,0.35000000000000003,0.7622366314955793,0.7572905567428228,발산(5호선),126.9,1,1,도현한의원,24.0,126,182,20,42,0.0,발산(5호선),126.9,김포공항(서해선),3074.6,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0101202505A0077564,서울특별시,강서구,등촌동,서울특별시 강서구 강서로 378,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,65,99,211,1,1,1,1,4,4,0,0,0,0
GS_CONV_0351,세븐발산본점,세븐일레븐,등촌3동,서울특별시 강서구 강서로 378,서울특별시 강서구 등촌동 674-1,126.838844307398,37.5592558981978,청년·직장인 생활지원/쉼터형 공공시설,0.6071764668551084,0.5591786791820316,0.35000000000000003,0.7622366314955793,0.7572905567428228,발산(5호선),126.9,1,1,도현한의원,24.0,126,182,20,42,0.0,발산(5호선),126.9,김포공항(서해선),3074.6,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0101202306A0037064,서울특별시,강서구,등촌동,서울특별시 강서구 강서로 378,소매,종합 소매,편의점,체인화 편의점,True,2,65,99,211,1,1,1,1,4,4,0,0,0,0
GS_CONV_0035,이마트24마곡,이마트24,가양1동,서울특별시 강서구 공항대로 213,서울특별시 강서구 마곡동 774-2,126.831373501823,37.5596959626564,청년·직장인 생활지원/쉼터형 공공시설,0.6071394591285653,0.5123399262487429,0.2138888888888889,0.8815506404128154,0.820778380963814,마곡(5호선),525.1,0,3,대선한의원,56.5,77,204,12,29,57.3,마곡(5호선),525.1,김포공항(서해선),2414.3,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220805219230,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 213,소매,종합 소매,편의점,체인화 편의점,True,2,72,28,251,0,4,0,4,4,4,0,0,0,0
GS_CONV_0404,지에스25공항센트레빌점,GS25,공항동,서울특별시 강서구 공항대로2길 18,서울특별시 강서구 공항동 72-9,126.808542790745,37.5606252132985,청년·직장인 생활지원/쉼터형 공공시설,0.6062949800361064,0.7921387864565874,0.4,0.6416556021233045,0.5913855315645338,송정(5호선),308.7,3,7,미앤슬현대의원,72.5,36,47,7,22,131.1,마곡(5호선),1490.9,김포공항(서해선),409.4,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202406A0488744,서울특별시,강서구,공항동,서울특별시 강서구 공항대로2길 18,소매,종합 소매,편의점,체인화 편의점,True,0,34,22,53,0,7,0,0,1,3,1,5,5,5
GS_CONV_0018,세븐일레븐에스송정역점,세븐일레븐,공항동,서울특별시 강서구 공항대로 33,서울특별시 강서구 공항동 29-5,126.811064578757,37.561476211497,청년·직장인 생활지원/쉼터형 공공시설,0.5988324909135114,0.724113308749581,0.4222222222222222,0.6550899489281166,0.5939044837541259,송정(5호선),86.4,2,4,제이산부인과의원,51.9,44,49,10,19,53.0,마곡(5호선),1276.0,김포공항(서해선),614.4,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220807053488,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 33,소매,종합 소매,편의점,체인화 편의점,True,3,36,28,85,2,8,0,0,1,3,0,5,5,5
GS_CONV_0517,GS25 강서송정역,GS25,공항동,서울특별시 강서구 공항대로 34,서울특별시 강서구 공항동 42-22,126.810952580705,37.561007514565,청년·직장인 생활지원/쉼터형 공공시설,0.5955512968108467,0.7220113979215556,0.41944444444444445,0.6547994065778067,0.5859499382995804,송정(5호선),92.1,2,4,송정가정의학과의원,5.7,43,49,10,18,53.0,마곡(5호선),1281.0,김포공항(서해선),608.9,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0106202601A1419443,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 34,소매,종합 소매,편의점,슈퍼마켓,True,2,38,24,86,1,8,0,0,1,3,0,5,5,5
GS_CONV_0292,이마트24마곡,이마트24,가양1동,서울특별시 강서구 마곡중앙로 161-11,서울특별시 강서구 마곡동 760-1,126.826725334564,37.5679513594176,청년·직장인 생활지원/쉼터형 공공시설,0.5908836149759091,0.6042373449547436,0.1,0.9257999283239902,0.7334971866249032,마곡나루(9호선),140.3,2,2,독일치과의원,7.0,36,62,9,19,80.2,마곡나루(9호선),140.3,김포공항(서해선),2111.9,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220805338733,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙로 161-11,소매,종합 소매,편의점,체인화 편의점,True,2,34,31,122,2,4,2,3,4,4,0,0,0,0
GS_CONV_0503,씨유(CU) 강서발산역점,CU,등촌3동,서울특별시 강서구 강서로56길 16,서울특별시 강서구 등촌동 674-3,126.83962491195,37.5594101304375,청년·직장인 생활지원/쉼터형 공공시설,0.5901073376977554,0.5341770030170969,0.3388888888888889,0.7540232930311231,0.7333401658539125,발산(5호선),194.7,1,1,오스톤치과의원,0.2,122,177,18,42,70.9,발산(5호선),194.7,김포공항(서해선),3141.7,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0106202508A0709318,서울특별시,강서구,등촌동,서울특별시 강서구 강서로56길 16,소매,종합 소매,편의점,슈퍼마켓,True,2,67,97,212,1,1,1,1,4,4,0,0,0,0
GS_CONV_0136,세븐마곡홈앤쇼핑점,세븐일레븐,공항동,서울특별시 강서구 공항대로 140,서울특별시 강서구 마곡동 746-1,126.823248380239,37.5591975408206,청년·직장인 생활지원/쉼터형 공공시설,0.5879546255882778,0.5738518270197788,0.4638888888888889,0.7181787163481779,0.5958990700962655,마곡(5호선),222.7,1,2,연세탄탄의원,63.2,59,92,7,17,0.0,마곡(5호선),222.7,김포공항(서해선),1710.6,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220813703648,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 140,소매,종합 소매,편의점,체인화 편의점,True,2,45,40,149,1,3,1,3,4,4,0,0,0,5
GS_CONV_0397,세븐일레븐마곡홈앤쇼핑점,세븐일레븐,공항동,서울특별시 강서구 공항대로 140,서울특별시 강서구 마곡동 746-1,126.823248380239,37.5591975408206,청년·직장인 생활지원/쉼터형 공공시설,0.5879546255882778,0.5738518270197788,0.4638888888888889,0.7181787163481779,0.5958990700962655,마곡(5호선),222.7,1,2,연세탄탄의원,63.2,59,92,7,17,0.0,마곡(5호선),222.7,김포공항(서해선),1710.6,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202406A0126213,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 140,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,45,40,149,1,3,1,3,4,4,0,0,0,5
GS_CONV_0460,씨유강서다온점,CU,우장산동,서울특별시 강서구 강서로52길 42,서울특별시 강서구 내발산동 651,126.840477768322,37.5575282035983,생활건강·돌봄 상담형 공공시설,0.5852315840949176,0.5046396245390546,0.6083333333333334,0.5235158114296357,0.7044375670776468,발산(5호선),274.8,1,1,리엘의원,52.1,111,181,9,34,152.4,발산(5호선),274.8,김포공항(서해선),3239.9,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA0101202502A0091751,서울특별시,강서구,내발산동,서울특별시 강서구 강서로52길 42,소매,종합 소매,편의점,체인화 편의점,True,0,61,49,218,1,1,1,1,3,4,0,0,0,0
GS_CONV_0363,지에스25공항하늘점,GS25,공항동,서울특별시 강서구 방화대로21나길 34,서울특별시 강서구 공항동 18-9,126.812382886961,37.5638389214283,청년·직장인 생활지원/쉼터형 공공시설,0.5849030319912359,0.7003654039557492,0.425,0.6554563262944998,0.5587903977146947,공항시장(9호선),150.8,2,4,소망한의원,99.7,45,83,4,18,133.4,마곡(5호선),1221.3,김포공항(서해선),767.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202310A0043459,서울특별시,강서구,공항동,서울특별시 강서구 방화대로21나길 34,소매,종합 소매,편의점,체인화 편의점,True,0,39,23,93,2,8,0,0,3,3,0,5,5,5
GS_CONV_0505,세븐일레븐 마곡엠비즈타워점,세븐일레븐,발산1동,서울특별시 강서구 마곡중앙로 59-11,서울특별시 강서구 마곡동 798-8,126.825286371625,37.5588672056446,청년·직장인 생활지원/쉼터형 공공시설,0.5820511355731436,0.6017666778410996,0.18055555555555558,0.7353065922662502,0.810575716629669,마곡(5호선),147.0,1,2,마곡코엔이비인후과의원,54.3,65,108,9,22,42.7,마곡(5호선),147.0,김포공항(서해선),1893.9,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0106202507A2321204,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙로 59-11,소매,종합 소매,편의점,슈퍼마켓,True,3,50,51,147,1,3,1,3,4,4,0,0,0,1
